patID,t_start,t_end,NNmean,NNmedian,NNmode,NNvariance,NNskew,NNkurt,NNiqr,SDNN,RMSSD,pnn50,btsdet,avgsqi,tdflag,ulf,vlf,lf,hf,lfhf,ttlpwr,fdflag,ac,dc,SampEn,ApEn
11_lead_aVF,,,,,,,,,,,,,,,3,,,,,,,3,,,,
11_lead_aVF,10,130,,,,,,,,,,,,,2,,,,,,,2,,,,
11_lead_aVF,20,140,,,,,,,,,,,,,2,,,,,,,2,,,,
11_lead_aVF,30,150,,,,,,,,,,,,,2,,,,,,,2,,,,
11_lead_aVF,40,160,416.9222,416.6667,416.6667,0.2103463,-0.7013449,14.84353,13.33333,14.50332,19.89385,0.03846154,287,0.9147254,5,52.37455,142.2858,21.99019,23.67975,0.93,240.3303,5,-1.239583,0.7583333,1.182249,0.8666221
11_lead_aVF,50,170,419.1259,420,426.6667,0.1550617,-0.6598374,22.67098,13.33333,12.45238,17.26076,0.02807018,286,0.9426724,5,33.34842,95.32157,19.21667,18.27117,1.05,166.1578,5,-1.158009,0.8737864,1.178338,0.8979691
11_lead_aVF,60,180,420.8772,423.3333,426.6667,0.1335392,1.058828,32.76835,10,11.55592,16.931,0.02112676,285,0.9680751,5,19.72133,62.7746,16.43458,17.26558,0.95,116.1961,5,-1.217949,0.8653846,1.163418,0.9272522
11_lead_aVF,70,190,422.3592,423.3333,426.6667,0.1207987,0.98763,39.37064,10,10.99085,16.98749,0.02120141,284,0.983239,5,10.37586,38.62402,14.2747,16.58419,0.86,79.85878,5,-1.190476,0.8414239,1.178588,1.007744
11_lead_aVF,80,200,423.4982,423.3333,426.6667,0.1148663,0.8375938,43.1998,6.666667,10.71757,16.98166,0.0212766,283,0.9902271,5,6.503907,24.41772,16.46452,16.86831,0.98,64.25446,5,-1.402954,0.5693069,1.183938,1.029821
11_lead_aVF,90,210,424.2756,423.3333,426.6667,0.1461539,0.4065558,34.53872,6.666667,12.08941,19.85666,0.03191489,283,0.9899603,5,5.485328,26.24471,6.975686,20.61903,0.34,59.32475,5,-1.306584,0.6169872,1.213618,1.046559
11_lead_aVF,100,220,424.4917,426.6667,426.6667,0.1663086,-0.3824843,30.72689,3.333333,12.89607,20.93504,0.03914591,282,0.9868172,5,5.801755,24.15354,8.555444,34.04454,0.25,72.55527,5,-1.517857,0.4620462,1.24288,1.058374
11_lead_aVF,110,230,425.6631,426.6667,426.6667,0.1913953,-0.3689198,26.21482,6.666667,13.83457,22.83118,0.05035971,279,0.982893,5,4.179517,14.53576,13.35917,39.08308,0.34,71.15752,5,-1.546185,0.479798,1.303567,1.103334
