patID,t_start,t_end,NNmean,NNmedian,NNmode,NNvariance,NNskew,NNkurt,NNiqr,SDNN,RMSSD,pnn50,btsdet,avgsqi,tdflag,ulf,vlf,lf,hf,lfhf,ttlpwr,fdflag,ac,dc,SampEn,ApEn
15_lead_aVR,0,120,421.23239,420,420,0.51842087,0.62224253,4.176603,23.333333,22.768857,21.014699,0.049469965,284,0.98865599,5,28.657138,761.31415,66.436205,19.507395,3.41,875.91489,5,-2.0833333,2.2762346,1.0715137,0.90977041
15_lead_aVR,10,130,421.47368,420,420,0.53068446,0.50983002,4.145648,24.166667,23.03659,22.090474,0.052816901,285,0.98777538,5,5.2646583,778.70197,59.877628,19.060709,3.14,862.90497,5,-2.0493197,1.8174603,1.1326634,0.93206697
15_lead_aVR,20,140,423.09776,420,420,0.4997867,0.43344861,4.3298309,23.333333,22.35591,20.338933,0.042553191,283,0.98936363,5,1.3528786,770.35661,36.303408,28.252656,1.28,836.26555,5,-1.6924399,2.1554487,1.1156601,0.94449248
15_lead_aVR,30,150,425.0591,423.33333,420,0.47435395,0.411278,4.2457925,26.666667,21.779668,19.32736,0.035587189,282,0.99533844,5,0.64632849,732.97286,59.29168,21.155002,2.8,814.06587,5,-1.7091837,2.1323529,2.3201348,0.5772726
15_lead_aVR,40,160,432.11031,426.66667,420,0.76592762,1.1138322,4.6978227,26.666667,27.675397,18.10408,0.028880866,278,0.99591315,5,16.103543,1150.9439,217.93616,47.028685,4.63,1432.0123,5,-1.4298246,1.9035948,1.1146967,0.90463527
15_lead_aVR,50,170,437.13939,426.66667,420,1.0110896,0.8496614,3.2641996,35.833333,31.797635,17.402259,0.025547445,275,0.99615453,5,91.517447,1842.8423,71.419458,25.406693,2.81,2031.1859,5,-1.5159574,2.2303922,1.0339874,0.84994902
15_lead_aVR,60,180,440.31746,433.33333,406.66667,1.0135426,0.66265679,2.8553146,46.666667,31.836184,14.927658,0.014705882,273,0.9964206,5,114.16118,1905.5911,87.470887,19.277437,4.54,2126.5006,5,-1.6223404,1.879085,0.96870305,0.82906082
15_lead_aVR,70,190,441.56212,436.66667,433.33333,1.0026948,0.5827755,2.8377546,43.333333,31.665356,15.84259,0.018518519,271,0.99580332,5,68.460784,1908.229,72.686435,17.056829,4.26,2066.433,5,-1.5602837,1.7182131,0.97554713,0.81636849
15_lead_aVR,80,200,438.309,433.33333,433.33333,0.92334088,0.85295827,3.4514089,33.333333,30.386525,14.511444,0.014652015,274,0.99580332,5,98.346714,1726.3414,75.253489,19.818811,3.8,1919.7604,5,-1.7307692,1.6993464,0.86059693,0.77921886
15_lead_aVR,90,210,436.18182,430,433.33333,0.92012092,1.0385919,3.7266338,29.166667,30.333495,14.175073,0.010948905,275,0.99524989,5,86.649696,1753.8961,55.192038,14.251196,3.87,1909.989,5,-1.67603,1.7320261,0.86672709,0.76749057
15_lead_aVR,100,220,435.69697,426.66667,433.33333,0.94333849,1.0278783,3.6501219,30,30.713816,15.546284,0.01459854,275,0.9932761,5,48.278345,1788.4411,58.823616,22.469184,2.62,1918.0123,5,-1.5925926,1.7147436,0.87740389,0.76542075
15_lead_aVR,110,230,435.61212,430,433.33333,0.9683486,0.94406179,3.5788526,30,31.1183,17.746069,0.025547445,275,0.9932761,5,7.2618808,1783.9104,85.208357,26.173776,3.26,1902.5544,5,-1.6287879,1.7619048,0.8858906,0.78551435
15_lead_aVR,120,240,436.32727,430,433.33333,0.92591845,1.0080351,3.7194495,30,30.428908,18.103514,0.025547445,275,0.99356345,5,74.035048,1605.9821,109.28219,24.599261,4.44,1813.8986,5,-1.9756554,1.4641745,0.91572147,0.79398726
15_lead_aVR,130,250,437.05455,430,433.33333,0.87332832,1.1385524,3.8339806,26.666667,29.552129,16.689765,0.02189781,275,0.99442552,5,212.39621,1491.9185,63.349376,21.666892,2.92,1789.331,5,-1.8148148,1.3349515,0.95504115,0.80448013
15_lead_aVR,140,260,436.86061,430,430,0.89185195,1.1145721,3.7241814,30,29.86389,16.821664,0.02189781,275,0.99349959,5,305.63162,1470.9107,81.275631,19.662298,4.13,1877.4802,5,-1.8315018,0.96405229,0.8818914,0.74930209
15_lead_aVR,150,270,439.89011,430,430,1.0289503,0.91621946,3.079202,43.333333,32.077255,18.181187,0.033088235,273,0.99252524,5,201.81081,1710.2138,164.70148,23.829886,6.91,2100.556,5,-1.9007491,1.0119048,0.85930795,0.73221298
15_lead_aVR,160,280,438.0292,430,430,0.85894257,0.83543327,3.0959452,43.333333,29.307722,19.271426,0.036630037,274,0.99188326,5,19.45672,1336.3614,214.86446,51.417872,4.18,1622.1005,5,-2.2916667,2.0711974,0.86939046,0.74918239
15_lead_aVR,170,290,434.29952,430,430,0.62694188,0.89569855,3.9598689,31.666667,25.038808,19.747906,0.04,276,0.99069543,5,17.386856,894.3738,168.65582,42.196541,4,1122.613,5,-2.605364,2.5471698,0.90932195,0.80089127
15_lead_aVR,180,300,432.20217,426.66667,430,0.5796337,1.1138279,4.7969688,24.166667,24.075583,21.151436,0.050724638,277,0.99069543,5,58.251936,761.09493,138.14429,38.318185,3.61,995.80935,5,-3.2509158,2.8037383,0.91681879,0.81269327
15_lead_aVR,190,310,433.83875,430,430,0.62864862,0.9234391,3.999305,33.333333,25.072866,21.120961,0.047101449,277,0.99069543,5,125.49871,812.28658,156.24621,40.37259,3.87,1134.4041,5,-3.525641,3.0396825,0.96633625,0.82455705
15_lead_aVR,200,320,435.90303,430,430,0.66433768,0.69257467,3.4336334,36.666667,25.774749,21.326641,0.047445255,275,0.99005345,5,164.54351,865.76634,153.84835,42.166444,3.65,1226.3246,5,-3.8799283,3.7820513,1.0467625,0.86842917
15_lead_aVR,210,330,443.62854,433.33333,410,1.2599948,1.1493583,4.2659839,46.666667,35.496406,22.647777,0.059259259,271,0.9905532,5,423.91309,1528.6077,429.44301,88.855965,4.83,2470.8198,5,-4.3548387,4.1503268,1.0819073,0.82289211
15_lead_aVR,220,340,450.36341,443.33333,410,1.5628444,0.84472794,3.0536401,50,39.532827,21.851414,0.056603774,266,0.99281436,5,638.78615,2305.1362,241.38066,72.444236,3.33,3257.7473,5,-4.4101124,5.0916667,1.0477639,0.76466198
15_lead_aVR,230,350,457.09759,450,446.66667,1.5654624,0.5931301,2.5638569,56.666667,39.565925,21.752131,0.053435115,263,0.99214769,5,636.02367,2257.5412,343.26683,77.83063,4.41,3314.6624,5,-4.4322344,4.957483,1.1168289,0.76186056
15_lead_aVR,240,360,463.90181,460,446.66667,1.3649155,0.49172778,2.5458558,53.333333,36.944763,22.636434,0.054474708,258,0.99210172,5,434.01134,1961.6639,280.22995,76.076681,3.68,2751.9819,5,-4.7443182,5.0085911,1.292186,0.81326558
15_lead_aVR,250,370,468.33333,463.33333,446.66667,1.2016558,0.44968147,2.736178,41.666667,34.664907,24.494008,0.066666667,256,0.98989279,5,209.55135,1573.4031,352.90974,77.135713,4.58,2213,5,-4.4047619,4.2017544,1.6478446,0.87411098
15_lead_aVR,260,380,471.0719,463.33333,446.66667,1.0224686,0.61177717,3.0485351,36.666667,31.976062,24.284152,0.066929134,255,0.99112736,5,44.354,1410.7467,210.63591,71.084779,2.96,1736.8214,5,-3.6347518,3.6956522,1.3900657,0.89578828
15_lead_aVR,270,390,469.53125,463.33333,446.66667,0.98984477,0.73909218,3.2698384,36.666667,31.461799,22.503449,0.050980392,256,0.99179307,5,25.993834,1447.1832,185.39645,56.445702,3.28,1715.0192,5,-3.5531136,3.3333333,1.2481452,0.85564982
15_lead_aVR,280,400,467.79948,460,446.66667,0.99492085,0.87332725,3.3655723,36.666667,31.542366,21.287533,0.047058824,256,0.99243505,5,8.3453468,1550.704,148.4988,46.703876,3.18,1754.252,5,-3.1318681,3.2368421,1.2088083,0.84312548
15_lead_aVR,290,410,467.36706,460,446.66667,0.99464643,0.93232307,3.3311435,36.666667,31.538016,20.443223,0.04296875,257,0.99395621,5,39.304688,1508.8521,190.12611,45.951056,4.14,1784.234,5,-3.1884058,2.8157895,1.0125501,0.78048494
15_lead_aVR,300,420,467.57458,460,436.66667,0.97443289,0.9831358,3.3901149,40,31.215908,20.033609,0.0390625,257,0.99426485,5,207.71191,1461.2019,113.86506,40.468331,2.81,1823.2472,5,-2.5092593,2.1985816,0.88577875,0.74330661
15_lead_aVR,310,430,465.20672,456.66667,436.66667,1.0592092,0.97011544,3.2476029,43.333333,32.545494,19.279051,0.038910506,258,0.99488214,5,402.35222,1560.0708,128.68986,39.749563,3.24,2130.8625,5,-2.2962963,1.2807018,0.7958663,0.69971915
15_lead_aVR,320,440,462.9601,453.33333,436.66667,1.1468455,0.95694239,3.1012106,46.666667,33.865108,18.929126,0.03875969,259,0.99265055,5,666.30012,1675.1524,99.558558,28.48993,3.49,2469.501,5,-2.287037,1.4516129,0.74437921,0.6533271
15_lead_aVR,330,450,454.82323,446.66667,436.66667,0.81652968,1.0062382,3.4409989,35,28.574984,17.417801,0.02661597,264,0.99040614,5,473.61202,1096.9373,140.4464,37.629238,3.73,1748.625,5,-2.032967,1.3508772,0.73347419,0.66135532
