patID,t_start,t_end,NNmean,NNmedian,NNmode,NNvariance,NNskew,NNkurt,NNiqr,SDNN,RMSSD,pnn50,btsdet,avgsqi,tdflag,ulf,vlf,lf,hf,lfhf,ttlpwr,fdflag,ac,dc,SampEn,ApEn
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,,,,,,,,,,,,,,,3,,,,,,,3,,,,
13_lead_aVL,780,1080,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,790,1090,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,800,1100,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,810,1110,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,820,1120,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,830,1130,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,840,1140,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,850,1150,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,860,1160,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,870,1170,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,880,1180,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,890,1190,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,900,1200,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,910,1210,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,920,1220,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,930,1230,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,940,1240,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,950,1250,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,960,1260,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,970,1270,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,980,1280,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,990,1290,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,1000,1300,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,1010,1310,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,1020,1320,,,,,,,,,,,,,2,,,,,,,2,,,,
13_lead_aVL,1030,1330,,,,,,,,,,,,,2,,,,,,,2,,,,
