names,session,visit,lead,n_nmean,sdnn,rmssd,pnn50,ulf,vlf,lf,hf,lfhf,ttlpwr,ac,dc,samp_en,ap_en
rck17,15,2,Vx,323.6860794871795,6.170613358974359,1.6620504408380314,0,12.860403733333333,79.39015307692307,2.1670341451376873,1.1189489331356208,2.9812820512820513,105.41095615384616,-0.9469390282051282,0.7668905205128205,1.3497465384615384,1.1461016153846153
rgo9,11,1,aVF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rgo9,11,1,aVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rgo9,11,1,aVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rgo9,11,1,LI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rgo9,11,1,LII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rgo9,11,1,LIII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rgo9,11,1,Vx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rgo9,16,2,aVF,406.3294625,5.6418079375,2.182920447398142,0,3.3771156875,9.711886625,0.3636075879298892,1.2813009592591924,0.40875,18.177405,-1.32597925,1.4523673125,1.6423,1.27180275
rgo9,16,2,aVL,406.32978125,7.7543435,2.5248599057503602,0.0138680956875,3.377736125,9.807699187499999,0.31079580630207604,2.0209162143204256,0.186875,22.296373125,-0.59257175625,0.85109361875,1.102346375,1.0608935
rgo9,16,2,aVR,406.3119625,4.272308,1.8040494215426326,0.0031715825000000002,3.3457,9.5702940625,0.30522207299700754,0.7632768186528243,0.685625,16.594212249999998,-0.48482525,0.520545075,1.14848925,1.0931006875
rgo9,16,2,LI,406.30964375,4.9313916875,2.03868084975145,0.001482369125,3.37501675,9.5984065625,0.38296526828766103,1.0996358930076873,0.513125,17.552380625,-0.89625708125,0.7436395375,1.4027701875,1.2189791875
rgo9,16,2,LII,406.33726875,6.6027294375,2.371779933420732,0,3.368025875,9.8853533125,0.37390000542831037,1.7050443377366435,0.27125,20.267185625,-1.5793328125000001,1.649837,1.85371475,1.2339766875
rgo9,16,2,LIII,406.31231875000003,5.2859714375,2.109646300404365,0,3.3885774375,9.6137350625,0.19787822250462622,1.269808486375832,0.356875,17.831839375,-1.208367125,1.13899025,1.62033175,1.28248825
