monkey,lead,t_start,t_end,n_nmean,n_nmedian,n_nmode,n_nvariance,n_nskew,n_nkurt,n_niqr,sdnn,rmssd,pnn50,btsdet,avgsqi,tdflag,ulf,vlf,lf,hf,lfhf,ttlpwr,fdflag,ac,dc,samp_en,ap_en
13,LI,1290,1410,459.61686,460,460,0.076690245,0.2501723,2.9147944,13.333333,8.7572967,6.5763108,0,261,0.97376608,5,12.834941,79.617908,43.898295,9.5265205,4.61,145.87766,5,-0.91954023,1.1470588,1.4367083,0.92015033
13,LI,1300,1420,460.39744,460,460,0.079764215,0.092013767,2.7344788,13.333333,8.9310814,6.7434446,0,260,0.9745976,5,14.847598,75.749765,51.102267,11.15587,4.58,152.8555,5,-0.95930233,1.0882353,1.4681545,0.91566435
13,LI,1310,1430,461.70513,461.66667,460,0.063190278,0.17392358,2.9138105,10,7.9492313,6.4641041,0,260,0.97341521,5,6.0844107,46.334693,47.723229,13.237615,3.61,113.37995,5,-1,0.9437751,1.5095706,0.97472188
13,LI,1320,1440,462.22651,463.33333,463.33333,0.055790009,0.23261246,3.1433228,10,7.469271,6.0396337,0,259,0.97244085,5,2.8378158,45.266091,41.214887,10.207296,4.04,99.526091,5,-0.99206349,0.98214286,1.4412248,0.99260574
13,LI,1330,1450,461.24359,460,463.33333,0.066529882,0.20852392,2.7563328,13.333333,8.1565852,5.825284,0,260,0.97621043,5,0.12745993,64.537407,48.449209,10.298713,4.7,123.41279,5,-0.97916667,0.85416667,1.3635659,0.95504194
13,LI,1340,1460,461.57965,463.33333,463.33333,0.068641591,0.12824153,2.6722982,10.833333,8.2850221,5.8658846,0,249,0.97606691,5,0.066855834,68.647637,49.007198,9.8424106,4.98,127.5641,5,-1.0472973,0.98888889,1.3553477,0.93684177
13,LII,0,120,406.71412,406.66667,406.66667,0.30301361,0.16811605,3.233389,20,17.407286,7.8629127,0,281,NA,5,2.9320818,298.63065,313.38009,83.179702,3.77,698.12252,5,-3.1597222,3.2216495,1.9683735,0.71243625
13,LII,10,130,407.22034,406.66667,406.66667,0.28786323,0.11942325,3.3782339,20,16.966533,7.5467803,0,295,0.99158134,5,5.0130085,275.52351,310.5822,81.649199,3.8,672.76792,5,-3.0288462,3.129085,1.8301901,0.74954623
13,LII,20,140,407.98186,406.66667,406.66667,0.2914005,0.066343886,3.2888417,20,17.070457,7.4586459,0,294,0.993248,5,9.3587578,274.25845,321.42649,80.725063,3.98,685.76876,5,-3.0016181,3.2425743,1.867907,0.75290336
13,LII,30,150,408.99886,410,406.66667,0.2970156,-0.044555889,3.2154419,20.833333,17.234141,7.3714245,0,293,0.99296065,5,4.4652468,303.12538,317.61368,73.825338,4.3,699.02964,5,-2.8888889,3.0693069,1.9756267,0.75888586
13,LII,40,160,408.80546,410,406.66667,0.28528813,-0.13287152,3.1928364,20.833333,16.890474,7.3144214,0,293,0.99148205,5,0.76142645,280.47244,302.62431,87.584159,3.46,671.44233,5,-2.9920635,3.2491582,1.8389538,0.7635744
13,LII,50,170,411.05023,410,406.66667,0.41462443,0.5287899,4.0425453,26.666667,20.362329,7.7769595,0,292,0.99084008,5,31.659022,430.59787,379.92169,122.35681,3.11,964.5354,5,-3.0351682,3.1292517,1.8424327,0.67800613
13,LII,60,180,411.98167,410,406.66667,0.53264947,0.72489923,3.9260136,26.666667,23.0792,7.8149086,0,291,0.99030244,5,46.888163,610.55562,466.24384,122.10127,3.82,1245.7889,5,-2.984127,3.675,0.96511864,0.9247524
13,LII,70,190,408.06122,406.66667,406.66667,0.50457113,1.0463288,4.789788,26.666667,22.462661,7.6171174,0,294,0.99089844,5,49.182965,634.60798,369.23888,120.37647,3.07,1173.4063,5,-3.5565476,4.0104167,0.90541212,0.87817172
13,LII,80,200,409.30603,406.66667,406.66667,0.429844,1.4320774,5.6414444,20,20.73268,7.6051733,0,293,0.9916886,5,10.975931,568.38302,266.92335,110.6882,2.41,956.97049,5,-3.4579439,3.525,1.8922451,0.76445571
13,LII,90,210,410.28539,406.66667,406.66667,0.41660403,1.4283162,5.6614347,23.333333,20.41088,7.4995227,0,292,0.99193888,5,5.7571391,569.26315,251.00748,103.39948,2.43,929.42725,5,-3.1574924,3.3660131,1.896454,0.74681309
13,LII,100,220,411.74112,410,406.66667,0.40393122,1.3426568,5.5772513,22.5,20.09804,7.6514091,0,291,0.99218854,5,0.4494972,525.06318,265.76421,103.7327,2.56,895.00959,5,-3.1060606,3.3251634,1.9748826,0.74274712
13,LII,110,230,413.32184,410,406.66667,0.41903101,1.1284677,4.8991126,23.333333,20.470247,7.803823,0,290,0.99190118,5,0.27193008,546.69494,278.92413,108.46611,2.57,934.35711,5,-3.1018519,3.4789644,2.1349026,0.71358682
13,LII,120,240,414.35632,413.33333,406.66667,0.42128744,1.0031997,4.637569,23.333333,20.525288,7.8871315,0,290,0.99276325,5,0.29718207,551.03933,275.82713,115.74506,2.38,942.9087,5,-2.9795597,3.3253968,2.2501782,0.71552534
13,LII,130,250,415.27105,413.33333,406.66667,0.4148279,0.92932235,4.588932,26.666667,20.367324,7.7130241,0,289,0.99276325,5,0.11698774,535.26189,286.0731,109.45956,2.61,930.91153,5,-3.0424528,3.5113269,2.1677831,0.72131654
13,LII,140,260,413.91954,413.33333,406.66667,0.4342957,0.9721657,4.4985065,23.333333,20.839762,7.6193566,0,290,0.99009435,5,12.003522,565.20449,300.28299,101.29113,2.96,978.78213,5,-2.9638365,3.4294872,2.2548186,0.71787557
13,LII,150,270,412.39404,410,406.66667,0.44869324,1.05286,4.5659833,26.666667,21.18238,7.5556682,0,291,0.99009435,5,19.208026,636.29881,261.07158,100.49786,2.6,1017.0763,5,-3.031746,2.9372937,2.3506468,0.72898746
13,LII,160,280,412.77205,410,406.66667,0.4427107,1.0209143,4.6025826,26.666667,21.040691,7.4663998,0,291,0.99128559,5,8.4371017,646.8034,263.54366,79.031262,3.33,997.81542,5,-2.5721154,2.578125,2.4032953,0.72407504
13,LII,170,290,408.9306,406.66667,406.66667,0.33218581,1.0178034,5.4809087,23.333333,18.225965,6.9077417,0,293,0.99137139,5,0.61642168,362.80931,311.73923,69.578883,4.48,744.74385,5,-2.1916667,2.6785714,2.3774629,0.81894299
13,LII,180,300,409.00227,410,400,0.23267576,0.057348348,2.2740562,23.333333,15.253713,6.796238,0,294,0.99131303,5,7.5872006,291.32342,185.66886,52.68726,3.52,537.26674,5,-2.4583333,2.6128472,2.2894661,0.85513381
13,LII,190,310,411.87858,413.33333,420,0.21592237,-0.027187971,2.4747241,20,14.694297,7.1304216,0,291,0.99045096,5,1.8184285,274.22016,157.5241,57.712136,2.73,491.27482,5,-2.6433692,3.0496454,2.1448418,0.84991843
13,LII,200,320,413.33333,413.33333,420,0.21284121,-0.20068026,2.5789851,20,14.589079,7.0860043,0,290,0.99045096,5,0.75024331,254.41271,169.81563,60.577367,2.8,485.55596,5,-2.6507092,2.8981481,2.0564109,0.87421655
13,LII,210,330,413.63218,413.33333,420,0.20767662,-0.23725553,2.6572775,20,14.41099,6.9462704,0,290,0.98987625,5,1.3383207,257.20842,157.18146,60.184082,2.61,475.91229,5,-2.5438596,3.0149813,2.1039133,0.88774931
13,LII,220,340,414.02299,416.66667,420,0.20275226,-0.28040264,2.7568339,16.666667,14.23911,6.9849071,0,290,0.9901636,5,2.3648596,252.97635,155.71127,55.396686,2.81,466.44917,5,-2.3278986,2.3626374,2.0630183,0.89147157
13,LII,230,350,414,415,420,0.19986159,-0.27467341,2.859656,16.666667,14.137241,6.9931586,0,290,0.99012103,5,13.766047,255.87124,146.52387,47.009259,3.12,463.17041,5,-2.1851852,2.1719858,2.0794175,0.90729923
13,LII,240,360,413.13793,413.33333,420,0.24006165,-0.35760207,4.1336143,20,15.493923,11.074526,0.010380623,290,0.98594293,5,15.562775,245.56113,192.7997,51.999231,3.71,505.92283,5,-1.8087121,2.2508591,2.140765,0.87768548
13,LII,250,370,413.98851,413.33333,420,0.27965385,-0.16202189,3.7319901,20,16.722854,11.24506,0.010380623,290,0.98616856,5,40.878354,242.66184,249.8683,71.018749,3.52,604.42724,5,-1.9265233,1.953125,2.0837966,0.82875852
13,LII,260,380,416.46991,416.66667,420,0.25977532,-0.27191089,4.2597606,20,16.117547,11.39683,0.010452962,288,0.98941217,5,19.544395,142.10128,305.02376,75.754986,4.03,542.42442,5,-2.1754386,2.0017182,2.0271678,0.81156677
13,LII,270,390,418.72242,420,420,0.25298523,-0.25953784,4.5462018,20,15.905509,11.457499,0.01048951,287,0.9899656,5,11.264805,116.47585,315.17706,74.773124,4.22,517.69084,5,-2.254386,2.1735395,2.0406753,0.82365093
13,LII,280,400,421.04094,420,420,0.33471076,-0.0095269504,3.7011448,23.333333,18.295102,11.555473,0.01056338,285,0.98963567,5,51.986057,260.99608,330.27408,80.702559,4.09,723.95877,5,-2.1961806,2.1258503,2.132999,0.7712708
13,LII,290,410,423.59246,420,420,0.27960165,-0.06149179,4.5227111,20,16.721293,11.60996,0.010638298,283,0.98904242,5,18.939453,208.61588,265.08958,79.956646,3.32,572.60156,5,-2.2135417,2.4054983,2.206802,0.79342802
13,LII,300,420,423.55713,420,420,0.27264477,-0.059818811,4.718466,20,16.511959,11.574271,0.010638298,283,0.98815983,5,16.397466,220.13528,237.36046,81.958436,2.9,555.85164,5,-2.287415,2.1043771,2.2604879,0.80343699
13,LII,310,430,423.88498,423.33333,423.33333,0.26836364,-0.11039433,4.8439609,20,16.381808,11.44283,0.010600707,284,0.98842666,5,19.002655,220.7852,232.93467,77.542286,3,550.26482,5,-2.3539519,2.1267361,2.1110638,0.7975708
13,LII,320,440,425.26005,423.33333,423.33333,0.27745289,-0.2437307,4.7290844,23.333333,16.656917,11.469698,0.010676157,282,0.98747945,5,24.288564,233.62756,230.36278,85.229922,2.7,573.50883,5,-2.4914089,2.2311828,2.0688204,0.76013248
13,LII,330,450,427.27165,426.66667,430,0.29991047,-0.29033383,4.4889285,23.333333,17.317923,11.51948,0.010714286,281,0.98745816,5,28.93998,233.0194,281.13692,85.277666,3.3,628.37397,5,-2.6630435,2.4122807,1.9387417,0.7336683
13,LII,340,460,427.74614,426.66667,433.33333,0.29252104,-0.35661327,4.7260212,23.333333,17.103247,11.478067,0.010714286,281,0.98659609,5,12.005085,234.32986,276.192,81.461829,3.39,603.98877,5,-2.6086957,2.3404255,1.9422199,0.75077371
13,LII,350,470,427.71056,426.66667,416.66667,0.28652545,-0.360052,4.8893322,20,16.927063,11.439974,0.010714286,281,0.98663866,5,3.8945121,269.05138,234.11427,79.163461,2.96,586.22362,5,-2.2759857,2.287234,1.9419832,0.76507272
13,LII,360,480,429.30952,426.66667,416.66667,0.21130967,0.30036575,2.9371389,16.666667,14.536494,7.2366825,0,280,0.99050812,5,0.34132656,203.56449,162.98396,87.475283,1.86,454.36506,5,-2.2069597,1.9769504,1.9960468,0.84550584
13,LII,370,490,429.25926,426.66667,430,0.18554046,0.50918404,3.0792783,16.666667,13.621324,6.9857683,0,279,0.99055069,5,0.92519765,212.69114,126.71091,58.758009,2.16,399.08526,5,-2.0970696,2.0512821,1.967375,0.89544052
13,LII,380,500,430.15532,426.66667,426.66667,0.18794541,0.68518235,3.0501592,16.666667,13.709319,7.0342317,0,279,0.99050812,5,1.3930522,188.32492,139.19682,70.854043,1.96,399.76883,5,-1.9618056,1.9907407,1.8733704,0.88195983
13,LII,390,510,431.15108,430,426.66667,0.1744424,0.66842955,3.0087281,20,13.207664,7.0611335,0,278,0.99019948,5,0.73471142,183.59799,132.18895,53.347297,2.48,369.86895,5,-1.6941392,1.9298246,1.8873704,0.88564697
13,LII,400,520,429.35484,426.66667,426.66667,0.13907068,0.68948454,3.5020199,16.666667,11.792823,6.9167714,0,279,0.99024205,5,2.2615741,126.83435,114.38703,47.786451,2.39,291.26941,5,-1.7222222,1.9329897,1.9131566,0.96015794
13,LII,410,530,428.3274,426.66667,426.66667,0.15056544,0.691285,3.4161941,16.666667,12.270511,6.9293487,0,281,0.99139147,5,0.61386817,162.8477,104.85534,48.49059,2.16,316.80749,5,-1.7439863,1.6753472,1.7953553,0.92706439
13,LII,420,540,428.72619,426.66667,426.66667,0.14671887,0.66256594,3.4696927,16.666667,12.112756,6.9960449,0,280,0.99258271,5,3.3426229,157.65404,105.2748,42.91119,2.45,309.18265,5,-1.4880952,1.6145833,1.840135,0.93032644
13,LII,430,550,428.08333,426.66667,426.66667,0.14888192,0.7497025,3.5392849,13.333333,12.201718,6.8551608,0,280,0.99231588,5,10.01405,167.26738,102.07575,39.265823,2.6,318.623,5,-1.503268,1.4824561,1.836437,0.94846058
13,LII,440,560,427.59193,426.66667,420,0.13953765,0.82143274,3.8503633,13.333333,11.812606,6.8400084,0,281,0.99205057,5,3.9788619,144.42359,102.57224,41.985566,2.44,292.96026,5,-1.3973064,1.4003436,1.7970135,0.95918221
13,LII,450,570,426.85647,426.66667,420,0.11702734,0.70130738,3.9119923,13.333333,10.817918,6.8631753,0,281,0.992008,5,0.090319099,115.25118,86.856841,38.788934,2.24,240.98727,5,-1.328125,1.6498316,1.8860979,0.98899317
13,LII,460,580,427.92857,426.66667,423.33333,0.12831029,0.61283181,3.482949,13.333333,11.327413,6.6756212,0,280,0.99315742,5,0.56238815,124.61369,107.90962,35.848386,3.01,268.93409,5,-1.2847222,1.4191419,1.8273852,0.94087717
13,LII,470,590,428.0119,426.66667,423.33333,0.12199906,0.72040895,3.6785191,13.333333,11.045319,6.5582584,0,280,0.99373214,5,0.49844867,118.97337,98.757025,35.950498,2.75,254.17934,5,-1.2943262,1.3701923,1.6186225,0.91570973
13,LII,480,600,427.55635,426.66667,423.33333,0.12027707,0.82461876,3.8777917,13.333333,10.96709,6.5344022,0,281,0.99404078,5,1.5029226,123.62683,96.957522,27.974214,3.47,250.06149,5,-1.2413194,1.3833333,1.5088037,0.89227707
13,LII,490,610,426.47754,423.33333,423.33333,0.12989688,0.87789026,3.7373547,13.333333,11.397231,6.4127197,0,282,0.99432813,5,6.8461273,142.34899,103.456,23.968492,4.32,276.61961,5,-1.2192982,1.1407767,1.4883508,0.88302258
13,LII,500,620,425.13642,423.33333,423.33333,0.10919759,0.69304565,3.2215774,13.333333,10.449765,6.1172408,0,281,0.99093885,5,7.7313538,121.95935,72.365925,30.947041,2.34,233.00367,5,-1.2280702,1.0478548,1.4389863,0.90448555
13,LII,510,630,422.36407,420,423.33333,0.11617857,0.52805247,3.6329557,10,10.778616,6.0706269,0,282,0.99126878,5,11.382162,126.32372,93.747894,23.082077,4.06,254.53585,5,-0.98404255,1.1138614,1.4297952,0.88625564
13,LII,520,640,417.8563,420,423.33333,0.28711403,-1.2407825,5.745912,13.333333,16.944439,6.1598103,0,283,0.99155613,5,70.069089,450.39437,156.12084,29.432808,5.3,706.01711,5,-1.1917563,0.98039216,1.4078708,0.81588272
13,LII,530,650,416.82033,420,423.33333,0.51302494,-0.43019649,4.57475,16.666667,22.650054,10.615685,0.0035587189,282,0.9902228,5,114.26122,665.69284,328.90154,95.708198,3.44,1204.5638,5,-1.3741135,0.77557756,0.57613478,0.60154081
13,LII,540,660,421.67264,420,423.33333,0.93811947,0.61568724,4.2351352,20,30.628736,10.72511,0.0035971223,279,0.98736764,5,3.3919638,1531.6001,406.18345,97.673405,4.16,2038.8489,5,-1.3070175,0.73432343,0.53240977,0.55612203
13,LII,550,670,427.04106,423.33333,420,1.2767482000000001,0.49870689,3.0074596,23.333333,35.731614,10.811516,0.0036363636,276,0.9862544,5,38.687076,2395.518,285.2626,91.891198,3.1,2811.3589,5,-1.0483871,0.85034014,0.5404869,0.57313931
13,LII,560,680,427.56039,423.33333,423.33333,1.2942287,0.4576674,2.9110983,28.333333,35.97539,10.80404,0.0036363636,276,0.98658357,5,59.780649,2446.638,279.64315,85.602466,3.27,2871.6642,5,-1.1329588,0.58510638,0.54952022,0.5822496
13,LII,570,690,426.32972,420,416.66667,1.2988394,0.54381848,2.9489632,27.5,36.039414,10.853289,0.0036231884,277,0.9875095,5,50.831956,2434.3502,297.57853,84.827448,3.51,2867.5882,5,-1.456044,0.58608059,0.52623667,0.57241285
13,LII,580,700,428.16425,420,416.66667,1.3856279,0.42523152,2.6011903,38.333333,37.224023,11.117372,0.0036363636,276,0.9875095,5,149.68277,2506.6746,360.66713,90.897808,3.97,3107.9223,5,-1.4652015,0.43040293,0.54220518,0.61883598
13,LII,590,710,430.02433,420,416.66667,1.4164422,0.27828172,2.4450099,46.666667,37.635651,11.192619,0.0036630037,274,0.98547473,5,183.33153,2601.4324,329.80531,96.683759,3.41,3211.253,5,-1.3951311,0.85144928,0.52631981,0.63403729
13,LII,600,720,429.86618,420,416.66667,1.4211053,0.28756463,2.4347908,46.666667,37.697551,11.17078,0.0036630037,274,0.98430402,5,129.8046,2635.1533,330.41482,99.729302,3.31,3195.102,5,-1.6941392,0.95108696,0.55114736,0.65472386
13,LII,610,730,431.24542,426.66667,406.66667,1.4062864,0.18875087,2.4569796,46.666667,37.500485,11.341764,0.0036764706,273,0.98368674,5,86.143347,2619.2097,343.96323,100.28666,3.43,3149.6029,5,-2.016129,1.0740741,0.6865732,0.69163959
13,LII,620,740,431.24848,426.66667,406.66667,1.3961242,0.18909049,2.4745451,43.333333,37.364745,11.249944,0.003649635,275,0.98740595,5,32.837082,2608.3087,363.21774,98.711992,3.68,3103.0755,5,-1.9166667,1.2943262,0.66118384,0.66784345
13,LII,630,750,433.64964,430,423.33333,1.3386867,0.038039824,2.6400895,40,36.588068,11.221672,0.0036630037,274,0.98738466,5,5.6906698,2452.2076,407.15204,108.96778,3.74,2974.018,5,-1.9475655,1.25,0.71380724,0.68793748
13,LII,640,760,439.10867,433.33333,423.33333,1.0027565,0.15913554,3.1664271,30,31.666331,11.258621,0.0036764706,273,0.98736338,5,44.585258,1487.3992,578.78906,109.79944,5.27,2220.573,5,-2.0114943,1.281362,0.7272571,0.70282724
13,LII,650,770,441.99755,436.66667,436.66667,0.6681148,1.0224797,3.157499,25,25.847917,6.9762086,0,272,0.98811925,5,161.41419,1179.9203,107.33962,40.095058,2.68,1488.7692,5,-1.9756554,1.25,0.71957927,0.71148694
13,LII,660,780,432.36211,433.33333,436.66667,0.75890089,-0.32338331,5.9679371,23.333333,27.548156,11.343734,0.014440433,278,0.98962982,5,186.11011,1105.9717,422.4643,51.598901,8.19,1766.145,5,-1.537037,1.2418301,0.7194132,0.6793804
13,LII,670,790,425.09456,430,423.33333,0.61385026,-1.2818634,6.4733418,23.333333,24.776002,12.204596,0.017793594,282,0.98901755,5,109.89373,999.40475,282.24702,86.299466,3.27,1477.845,5,-2.0035461,1.2628866,0.7040228,0.68208485
13,LII,680,800,423.05164,426.66667,410,0.59882104,-1.137799,6.2728692,23.333333,24.47082,12.088536,0.017667845,284,0.98961355,5,114.47663,973.86561,281.79664,70.081723,4.02,1440.2206,5,-1.8265993,1.4035088,0.65039985,0.64667964
13,LII,690,810,423.00469,426.66667,430,0.59384529,-1.1461764,6.3635911,23.333333,24.368941,12.021771,0.017667845,284,0.98870891,5,152.07608,953.07686,275.35101,68.68014,4.01,1449.1841,5,-1.6336634,1.259058,0.62833575,0.63687334
13,LII,700,820,422.30047,426.66667,430,0.53446142,-1.5492737,6.9303928,23.333333,23.118422,11.812566,0.017667845,284,0.98747434,5,22.243193,885.75164,278.59648,70.246939,3.97,1256.8383,5,-1.2840136,1.0789474,0.62264574,0.6342409
13,LII,710,830,422.00704,426.66667,430,0.5195932,-1.626526,7.1702915,23.333333,22.794587,11.687261,0.017667845,284,0.98950911,5,1.5746949,925.05517,229.89818,59.292317,3.88,1215.8204,5,-1.0353535,1.2113402,0.59554779,0.59615703
13,LII,720,840,423.51001,430,430,0.54193085,-1.6803529,7.0654587,26.666667,23.279408,11.825164,0.017730496,283,0.98977594,5,9.8075119,967.75668,243.13318,57.202988,4.25,1277.9004,5,-1.0652921,1.1531987,0.59025616,0.58752293
13,LII,730,850,423.01643,430,440,0.53986781,-1.6236104,6.9533157,26.666667,23.235056,11.774281,0.017667845,284,0.99010587,5,17.997146,964.39099,236.46657,56.758711,4.17,1275.6134,5,-1.0166667,1.0289116,0.58730812,0.59384556
13,LII,740,860,422.61737,428.33333,440,0.54377298,-1.55984,6.7482193,26.666667,23.31894,11.819211,0.017667845,284,0.98953115,5,6.5744293,995.05031,216.17857,58.379814,3.7,1276.1831,5,-1.2037037,0.97222222,0.58139521,0.59439191
13,LII,750,870,419.11422,420,410,0.60693194,-1.11589,4.9580104,30,24.635989,11.744519,0.01754386,286,0.98957098,5,0.42852814,1097.7896,253.02155,65.820576,3.84,1417.0603,5,-1.2585034,0.93333333,0.55385436,0.57239246
13,LII,760,880,413.94676,416.66667,410,0.73369131,-0.73387754,3.4152386,36.666667,27.086737,12.846815,0.020905923,288,0.98787893,5,11.874996,1286.7859,351.54702,88.219927,3.98,1738.4278,5,-1.1512027,0.84134615,0.56145067,0.59164116
13,LII,770,890,414.75694,416.66667,410,0.78902318,-0.62099137,3.2202937,40,28.089556,12.944385,0.020905923,288,0.98430551,5,10.528422,1251.9266,516.44683,84.999512,6.08,1863.9014,5,-1.0175439,0.94907407,0.60356169,0.64245628
13,LII,780,900,416.30662,416.66667,406.66667,0.65732912,-0.35051641,2.3679936,40,25.638431,9.2973833,0.006993007,287,0.98566863,5,22.707698,912.16081,581.707,67.793416,8.58,1584.3689,5,-0.97826087,0.74159021,0.59020949,0.63146509
13,LII,790,910,418.67836,416.66667,406.66667,0.57559454,-0.35545727,2.4080275,34.166667,23.991551,8.0734112,0.0035211268,285,0.98733028,5,40.071946,867.59565,452.57697,39.133874,11.56,1399.3784,5,-1.3031915,0.70754717,0.59532359,0.63862234
13,LII,800,920,420.76561,426.66667,440,0.6078042,-0.49975551,2.4143889,33.333333,24.653685,8.2465935,0.0035460993,283,0.98759635,5,28.189167,952.17292,443.45103,48.691062,9.11,1472.5042,5,-1.4513109,0.67307692,0.6672007,0.66751611
13,LII,810,930,425.79762,430,440,0.89725081,0.058563767,3.0506056,41.666667,29.954145,8.6872286,0.0035842294,280,0.98816766,5,7.1941317,1443.6965,590.35605,52.740904,11.19,2093.9876,5,-1.4513109,0.75907591,0.68912852,0.63621085
13,LII,820,940,425.47619,426.66667,440,0.9265745,0.12651917,2.9529913,40,30.439686,8.7738978,0.0035842294,280,0.98911487,5,50.961027,1532.033,542.04485,55.107026,9.84,2180.1459,5,-1.5201465,1.2916667,0.72060641,0.66201398
13,LII,830,950,422.06125,426.66667,426.66667,1.0790695,-0.0015952837,3.2176789,43.333333,32.849194,12.790363,0.010638298,283,0.98851887,5,39.562861,1475.701,886.04212,97.424244,9.09,2498.7302,5,-1.890681,1.2541254,0.74528964,0.66523197
13,LII,840,960,422.01413,426.66667,426.66667,1.0765041,8.1940334e-5,3.2304853,43.333333,32.810122,12.692955,0.010638298,283,0.98911411,5,111.68754,1426.7217,880.21195,106.36381,8.28,2524.985,5,-2.1467391,1.6046099,0.74560958,0.67170476
13,LII,850,970,423.25059,430,440,1.1011794,-0.096618827,3.114848,43.333333,33.184023,12.765179,0.010676157,282,0.98938018,5,167.87709,1500.3771,846.39905,103.33545,8.19,2617.9887,5,-2.2101449,1.6577061,0.75000388,0.67476672
13,LII,860,980,428.26139,433.33333,440,1.3445395,-0.12839178,2.7456475,50,36.667963,13.015157,0.010830325,278,0.99024225,5,306.34532,1734.1611,1079.8995,117.89217,9.16,3238.2981,5,-2.1203704,1.8206522,0.78841634,0.70420547
13,LII,870,990,429.78417,436.66667,440,1.2726368,-0.18659911,2.9775394,50,35.674035,13.032097,0.010830325,278,0.98966754,5,93.759463,1354.3606,1359.1739,144.44347,9.41,2951.7374,5,-2.247191,1.9561404,0.82927347,0.74345806
13,LII,880,1000,432.74368,436.66667,400,1.0287573,-0.062425579,3.6101235,43.333333,32.074247,11.773151,0.0072463768,277,0.99138088,5,1.8784677,1372.1115,843.02329,82.60818,10.21,2299.6214,5,-2.5985663,2.289272,0.74899904,0.7299379
13,LII,890,1010,431.74489,433.33333,400,1.0014935,0.015992689,3.7893367,40,31.646381,11.829437,0.0072463768,277,0.99127521,5,1.7485715,1387.7013,757.80437,78.209214,9.69,2225.4635,5,-2.5724638,2.2605364,0.75314167,0.73917243
13,LII,900,1020,434.47689,433.33333,400,0.903368,-0.10117085,4.5043175,26.666667,30.056081,12.018504,0.0073260073,274,0.99096932,5,29.13701,1256.3718,640.84969,86.56836,7.4,2012.9268,5,-2.5555556,2.3352713,0.79995851,0.74287036
13,LII,910,1030,433.93939,433.33333,400,0.90563297,-0.047944798,4.4584607,26.666667,30.093736,12.025251,0.0072992701,275,0.99189524,5,66.783249,1282.9,602.46884,80.202787,7.51,2032.3548,5,-2.8351449,1.7857143,0.77682072,0.73780153
13,LII,920,1040,432.53333,430,400,0.90925223,0.073917771,4.423719,30,30.15381,11.930455,0.0072992701,275,0.99220388,5,87.879007,1204.8284,666.65323,82.241112,8.11,2041.6018,5,-2.4907407,1.9146825,0.70315967,0.67939349
13,LII,930,1050,428.02158,426.66667,423.33333,0.66823379,-0.14209214,5.8245132,23.333333,25.850218,11.515698,0.0072202166,278,0.99253722,5,15.337444,694.1757,697.76034,75.320925,9.26,1482.5944,5,-1.8258427,1.9413919,0.65999356,0.68763157
13,LII,940,1060,427.52688,426.66667,423.33333,0.61636368,-0.1887435,6.6014841,23.333333,24.826673,11.591915,0.0071942446,279,0.99251593,5,0.10308306,752.70647,522.48074,82.12302,6.36,1357.4133,5,-1.8297101,1.8181818,0.62329136,0.6454816
13,LII,950,1070,431.23188,426.66667,423.33333,0.42546684,1.0081364,4.9852731,20,20.626848,6.7808405,0,276,0.99311193,5,6.3693145,707.92062,188.34148,22.653984,8.31,925.2854,5,-1.6759259,1.994382,1.6478318,0.77285894
13,LII,960,1080,431.79952,426.66667,423.33333,0.44139643,0.91528867,4.5755314,23.333333,21.009437,6.7957206,0,276,0.99342057,5,1.9203081,755.64927,182.97743,20.635712,8.87,961.18272,5,-1.6935484,1.7151163,1.6547823,0.74119874
13,LII,970,1090,430.51932,426.66667,423.33333,0.44009296,1.0783964,4.8447956,20,20.978393,6.6332496,0,276,0.99282457,5,2.024363,709.92247,223.4689,18.01897,12.4,953.4347,5,-1.0536398,1.7037037,1.6403598,0.73729833
13,LII,980,1100,428.07646,426.66667,423.33333,0.25252171,0.011986498,2.5413033,20,15.890932,6.800221,0,279,0.99251593,5,75.295633,373.02544,129.8461,18.384099,7.06,596.55127,5,-1.1630037,1.6950758,1.6928549,0.80876917
13,LII,990,1110,429.14561,426.66667,423.33333,0.20510473,0.27841345,2.5870747,20,14.321478,6.944686,0,277,0.99247687,5,26.169857,240.88747,165.80666,19.587056,8.47,452.45104,5,-1,1.8181818,1.6615433,0.83074058
13,LII,1000,1120,430.81829,426.66667,423.33333,0.16035857,0.60206833,2.4546607,20,12.663276,7.2175756,0,277,0.9912651,5,3.3003501,179.65555,130.84068,18.797601,6.96,332.59417,5,-1.1892361,1.7857143,1.9114864,0.88048661
13,LII,1010,1130,431.36473,430,423.33333,0.16649436,0.52082215,2.3038057,20,12.90327,7.0467415,0,276,0.99459572,5,9.2271337,193.53124,124.62688,22.279355,5.59,349.66461,5,-1.0960145,1.7613636,1.8829792,0.881956
13,LII,1020,1140,433.85266,430,423.33333,0.20372932,0.38925434,2.0389146,23.333333,14.273378,6.8253834,0,276,0.9948618,5,27.097215,268.83074,131.67408,16.932538,7.78,444.53457,5,-1.0304659,1.7248062,1.9359618,0.86144177
13,LII,1030,1150,437.06813,436.66667,423.33333,0.22967137,0.16719187,1.7873058,26.666667,15.154912,6.6819118,0,274,0.9948618,5,38.481975,320.69124,134.26632,18.458748,7.27,511.89828,5,-1.1203704,1.835206,1.8964752,0.85231663
